,index,Date,Headline
5711,5711,2012-11-16,Changing moods in NA signal exhaustion
5712,5712,2012-11-16,SC has cross-cutting jurisdiction  says CJ
5713,5713,2012-11-16,Pakistan to consider releasing Mullah Baradar
5714,5714,2012-11-16,Rabbani presents 8-point proposal for Karachi
5715,5715,2012-11-16,Rumpus in Sindh PA as local govt bill becomes law
5716,5716,2012-11-17,Zardari acts to regain trust of estranged Gilani
5717,5717,2012-11-17,Judge says court can’t take up case concerning armymen
5718,5718,2012-11-17,Malik bemoans bike ruling  to no avail
5719,5719,2012-11-17,Cellphones silenced for 8 hours in Karachi  Quetta
5720,5720,2012-11-17,Reko Diq: SC cautions govt
5721,5721,2012-11-17,Balochistan seeks Rs2.7bn for flood-hit people
5722,5722,2012-11-17,Pakistan didn’t know whereabouts of Osama: US
5723,5723,2012-11-17,Malik decrees  court disagrees; Quetta to observe restriction
5724,5724,2012-11-17,Changing moods in NA signal exhaustion
5725,5725,2012-11-17,SC has cross-cutting jurisdiction  says CJ
5726,5726,2012-11-17,Pakistan to consider releasing Mullah Baradar
5727,5727,2012-11-17,Rabbani presents 8-point proposal for Karachi
5728,5728,2012-11-17,Rumpus in Sindh PA as local govt bill becomes law
5729,5729,2012-11-17,10 mid-ranking Taliban freed: Progress in talks with Afghan peace council
5730,5730,2012-11-18,Singh may not visit Pakistan
5731,5731,2012-11-18,SC observations on president’s role: Govt seeks review in Asghar case
5732,5732,2012-11-18,NAB chief vows to ‘resist pressure’
5733,5733,2012-11-18,EC gets judicial officers for election duty
5734,5734,2012-11-18,Nadra comes out in defence of 4.8m ‘unverified voters’
5735,5735,2012-11-19,Tank hit by IED: two troops dead
5736,5736,2012-11-19,D-8 meeting begins today in Islamabad
5737,5737,2012-11-19,Electricity shortfall feared to increase
5738,5738,2012-11-19,Bill to validate Gilani’s post-conviction actions
5739,5739,2012-11-19,Two killed in blast near Imambargah: Sectarian attack unnerves Karachi
5740,5740,2012-11-20,MQM resolution adopted despite stiff opposition
5741,5741,2012-11-20,No clue to Rs4.1bn paid to ISI for project
5742,5742,2012-11-20,Govt dubs ‘contrived’ plea about IHC judges
5743,5743,2012-11-20,SC sees no visible change in Balochistan situation
5744,5744,2012-11-20,Conflicting narratives in eastern Afghanistan
5745,5745,2012-11-20,Nawaz hints at seat adjustment with PML factions  JI
5746,5746,2012-11-20,Zardari urges end to reliance on army
5747,5747,2012-11-20,Bill ready to lift dual nationality bar on legislators
5748,5748,2012-11-20,NA validates Gilani’s post-conviction actions
5749,5749,2012-11-20,A fragile stability along the Khyber Pass
5750,5750,2012-11-21,MQM resolution adopted despite stiff opposition
5751,5751,2012-11-21,No clue to Rs4.1bn paid to ISI for project
5752,5752,2012-11-21,Govt dubs ‘contrived’ plea about IHC judges
5753,5753,2012-11-21,SC sees no visible change in Balochistan situation
5754,5754,2012-11-21,Conflicting narratives in eastern Afghanistan
5755,5755,2012-11-21,Nawaz hints at seat adjustment with PML factions  JI
5756,5756,2012-11-21,Zardari urges end to reliance on army
5757,5757,2012-11-21,Bill ready to lift dual nationality bar on legislators
5758,5758,2012-11-21,NA validates Gilani’s post-conviction actions
5759,5759,2012-11-21,A fragile stability along the Khyber Pass
5760,5760,2012-11-21,Tank hit by IED: two troops dead
5761,5761,2012-11-21,D-8 meeting begins today in Islamabad
5762,5762,2012-11-21,Electricity shortfall feared to increase
5763,5763,2012-11-21,Bill to validate Gilani’s post-conviction actions
5764,5764,2012-11-21,Two killed in blast near Imambargah: Sectarian attack unnerves Karachi
5765,5765,2012-11-22,D-8 declaration lays stress on energy security
5766,5766,2012-11-22,Army chief rules out military operation in Karachi
5767,5767,2012-11-22,Malik fearful of more attacks
5768,5768,2012-11-22,Gas pipeline to be ready by ’14: Ahmadinejad
5769,5769,2012-11-22,Taliban seen as unlikely to overrun Afghanistan
5770,5770,2012-11-22,Sectarian  militant attacks jolt nation
5771,5771,2012-11-22,D-8 leaders meet today at eighth summit
5772,5772,2012-11-22,BRA claims Quetta blast
5773,5773,2012-11-22,Ajmal Kasab hanged secretly
5774,5774,2012-11-23,President discusses security issues with Kayani  Raja
5775,5775,2012-11-23,‘Suicide bomber’ killed in shootout
5776,5776,2012-11-23,Two tribal elders killed
5777,5777,2012-11-23,Announcement
5778,5778,2012-11-23,Judges’ appointment: Govt preparing reference  SC told
5779,5779,2012-11-23,Protests in Cairo against Morsi ‘coup’
5780,5780,2012-11-23,Ethnic faultlines complicate post-2014 scenario
5781,5781,2012-11-23,Dual nationality: PPP fails again to put bills for vote in Senate
5782,5782,2012-11-24,Malik warns phone firms of stern action
5783,5783,2012-11-24,Cowasjee is no more
5784,5784,2012-11-24,Almost 600 000 taxpayers missing from tax net
5785,5785,2012-11-24,Seven mourners die in D.I. Khan blast
5786,5786,2012-11-24,Govt working on bill to bar judges with dual nationality
5787,5787,2012-11-24,Muharram security: suspension of cellphones in 50 cities
5788,5788,2012-11-25,Malik warns phone firms of stern action
5789,5789,2012-11-25,Cowasjee is no more
5790,5790,2012-11-25,Almost 600 000 taxpayers missing from tax net
5791,5791,2012-11-25,Seven mourners die in D.I. Khan blast
5792,5792,2012-11-25,Govt working on bill to bar judges with dual nationality
5793,5793,2012-11-25,Muharram security: suspension of cellphones in 50 cities
5794,5794,2012-11-25,President discusses security issues with Kayani  Raja
5795,5795,2012-11-25,‘Suicide bomber’ killed in shootout
5796,5796,2012-11-25,Two tribal elders killed
5797,5797,2012-11-25,Announcement
5798,5798,2012-11-25,Judges’ appointment: Govt preparing reference  SC told
5799,5799,2012-11-25,Protests in Cairo against Morsi ‘coup’
5800,5800,2012-11-25,Ethnic faultlines complicate post-2014 scenario
5801,5801,2012-11-25,Dual nationality: PPP fails again to put bills for vote in Senate
5802,5802,2012-11-26,Malik warns phone firms of stern action
5803,5803,2012-11-26,Cowasjee is no more
5804,5804,2012-11-26,Almost 600 000 taxpayers missing from tax net
5805,5805,2012-11-26,Seven mourners die in D.I. Khan blast
5806,5806,2012-11-26,Govt working on bill to bar judges with dual nationality
5807,5807,2012-11-26,Muharram security: suspension of cellphones in 50 cities
5808,5808,2012-11-27,Turkish power plant must pay $120m: SC
5809,5809,2012-11-27,Appointment of judges: Minister given go-ahead to file reference
5810,5810,2012-11-27,Malik offers amnesty to banned groups
5811,5811,2012-11-27,CNG stations closed as talks fail
5812,5812,2012-11-27,Death toll from killer ‘cough syrup’ rises to 16
5813,5813,2012-11-28,US special envoy Grossman steps down
5814,5814,2012-11-28,PAC gears up to examine SC accounts
5815,5815,2012-11-28,Kaira against move to disqualify Nawaz
5816,5816,2012-11-28,Alliance with PML-Q triggers rift in Sunni Ittehad
5817,5817,2012-11-28,HRW urges courts not to muzzle media with contempt powers
5818,5818,2012-11-29,Verification of voter list: SC advises govt to seek army’s help in Karachi
5819,5819,2012-11-29,Heavy ransom paid for doctor’s release
5820,5820,2012-11-29,Court seeks replies from sitting  ex-IB chiefs
5821,5821,2012-11-29,Senate committee’s hearing marks new phase in civil-military relations
5822,5822,2012-11-29,New tax on CNG planned
5823,5823,2012-11-30,White House warns Congress against Pakistan curbs
5824,5824,2012-11-30,Kaira urges judiciary to keep away from political affairs
5825,5825,2012-11-30,Islamabad to help bridge Kabul-militant gap: Pakistan to free more Afghan Taliban
5826,5826,2012-11-30,Delimitation: solution or further polarisation?
5827,5827,2012-11-30,Landslide kills three troops; 18 rescuers missing
5828,5828,2012-11-30,‘Mysterious objects’ were parts of Hatf missile: ISPR
5829,5829,2012-11-30,Ban on mobile number portability lifted  restriction on Sim sale eased
5830,5830,2012-11-30,Build Kalabagh Dam  LHC orders govt
5831,5831,2012-11-30,Mysterious object scares villagers
5832,5832,2012-11-30,Mullah Nazir injured  8 militants killed in blast
5833,5833,2012-11-30,Pakistan to remain aligned with Afghan Pashtuns
5834,5834,2012-11-30,Structural problems sap Pak economy of vigour: IMF
5835,5835,2012-12-01,Kickbacks in arms inspection: army sacks four officers
5836,5836,2012-12-01,PM on Kalabagh dam verdict: Judicial order not enough to launch project
5837,5837,2012-12-01,Four Sindh ministers  two MPAs resign
5838,5838,2012-12-01,Election considerations hold up border trade with India
5839,5839,2012-12-01,Demystifying monetary matters
5840,5840,2012-12-01,Gas price hike recommended
5841,5841,2012-12-02,Kickbacks in arms inspection: army sacks four officers
5842,5842,2012-12-02,PM on Kalabagh dam verdict: Judicial order not enough to launch project
5843,5843,2012-12-02,Four Sindh ministers  two MPAs resign
5844,5844,2012-12-02,Election considerations hold up border trade with India
5845,5845,2012-12-02,Demystifying monetary matters
5846,5846,2012-12-02,Gas price hike recommended
5847,5847,2012-12-02,White House warns Congress against Pakistan curbs
5848,5848,2012-12-02,Kaira urges judiciary to keep away from political affairs
5849,5849,2012-12-02,Islamabad to help bridge Kabul-militant gap: Pakistan to free more Afghan Taliban
5850,5850,2012-12-02,Delimitation: solution or further polarisation?
5851,5851,2012-12-02,Landslide kills three troops; 18 rescuers missing
5852,5852,2012-12-02,‘Mysterious objects’ were parts of Hatf missile: ISPR
5853,5853,2012-12-02,Ban on mobile number portability lifted  restriction on Sim sale eased
5854,5854,2012-12-02,Build Kalabagh Dam  LHC orders govt
5855,5855,2012-12-02,Mysterious object scares villagers
5856,5856,2012-12-02,Mullah Nazir injured  8 militants killed in blast
5857,5857,2012-12-02,Pakistan to remain aligned with Afghan Pashtuns
5858,5858,2012-12-02,Structural problems sap Pak economy of vigour: IMF
5859,5859,2012-12-03,Panic in PIA plane as engine develops fault
5860,5860,2012-12-03,Polio outbreak in Balochistan sets off alarm bells
5861,5861,2012-12-03,Altaf hits out at SC on delimitation order
5862,5862,2012-12-03,Asif wins world snooker title
5863,5863,2012-12-03,Crisis fears mount as IMF talks tough
5864,5864,2012-12-04,Abduction of son: Mother puts blame on banned group
5865,5865,2012-12-04,Pakistan ‘working with US’ for Afghan peace
5866,5866,2012-12-04,NA committee to take up tax issue with govt
5867,5867,2012-12-04,Cleric’s killing sparks violence in Karachi
5868,5868,2012-12-04,Closer Pakistan-Iran military ties proposed
5869,5869,2012-12-05,Suddle commission submits initial report to SC
5870,5870,2012-12-05,No probe against Nawaz in ISI funds case: PPP
5871,5871,2012-12-05,Attack on army base foiled; three soldiers die
5872,5872,2012-12-05,SC again castigates govts over Balochistan
5873,5873,2012-12-05,Need for broader Lal Masjid probe
5874,5874,2012-12-05,Authorities ignore structural causes of floods
5875,5875,2012-12-05,Election Commission tells SC: Constitution no hurdle to delimitation
5876,5876,2012-12-05,Pakistan’s terrorist network intact: India
5877,5877,2012-12-05,Khar  Kayani in Brussels: Pakistan wins praise  but is it enough?
5878,5878,2012-12-05,Six accords signed with S. Korea
5879,5879,2012-12-05,Lal Masjid probe ordered
5880,5880,2012-12-05,NA body accuses ECC of protecting car assemblers
5881,5881,2012-12-06,Suddle commission submits initial report to SC
5882,5882,2012-12-06,No probe against Nawaz in ISI funds case: PPP
5883,5883,2012-12-06,Attack on army base foiled; three soldiers die
5884,5884,2012-12-06,SC again castigates govts over Balochistan
5885,5885,2012-12-06,Need for broader Lal Masjid probe
5886,5886,2012-12-06,Authorities ignore structural causes of floods
5887,5887,2012-12-06,Election Commission tells SC: Constitution no hurdle to delimitation
5888,5888,2012-12-06,Pakistan’s terrorist network intact: India
5889,5889,2012-12-06,Khar  Kayani in Brussels: Pakistan wins praise  but is it enough?
5890,5890,2012-12-06,Six accords signed with S. Korea
5891,5891,2012-12-06,Lal Masjid probe ordered
5892,5892,2012-12-06,NA body accuses ECC of protecting car assemblers
5893,5893,2012-12-06,Abduction of son: Mother puts blame on banned group
5894,5894,2012-12-06,Pakistan ‘working with US’ for Afghan peace
5895,5895,2012-12-06,NA committee to take up tax issue with govt
5896,5896,2012-12-06,Cleric’s killing sparks violence in Karachi
5897,5897,2012-12-06,Closer Pakistan-Iran military ties proposed
5898,5898,2012-12-07,Decision on used cars to cause loss of Rs17bn  says FBR
5899,5899,2012-12-07,Presidential reference goes to SC today
5900,5900,2012-12-07,KESC asks govt not to act on finding
5901,5901,2012-12-07,Premier conveys concerns to Olson about drone war
5902,5902,2012-12-07,Flood victims still waiting for help
5903,5903,2012-12-07,4 killed in fresh strike
5904,5904,2012-12-07,Arsalan concedes he made two foreign visits
5905,5905,2012-12-08,Floodwaters in Jacobabad may hit next crop
5906,5906,2012-12-08,Govt not ‘willing to resolve’ CNG issue
5907,5907,2012-12-08,SC closes proceedings: Commission on Arsalan-Riaz case dissolved
5908,5908,2012-12-08,Govt moves to clear passport backlog
5909,5909,2012-12-08,GHQ attack: military court upholds sentences
5910,5910,2012-12-08,A road or game-changer?
5911,5911,2012-12-09,Fall in use of POL products surprises govt
5912,5912,2012-12-09,High ratio of acquittal: Punjab to review ATC prosecutors’ working
5913,5913,2012-12-09,PML-N recovers lost ground in Punjab
5914,5914,2012-12-09,ANP to contest elections alone
5915,5915,2012-12-09,Balochistan cries out for rehabilitation effort
5916,5916,2012-12-09,Governor opened flood relief account in private capacity
5917,5917,2012-12-09,Pakistan ready to assist Kabul in spy chief attack probe: FO
5918,5918,2012-12-09,Al Qaeda leader killed in air strike
5919,5919,2012-12-09,Zardari visits Malala in hospital
5920,5920,2012-12-09,Tribesman killed in cross-border shelling
5921,5921,2012-12-09,Mumbai attacks: record of LeT camps shown to court
5922,5922,2012-12-10,Fall in use of POL products surprises govt
5923,5923,2012-12-10,High ratio of acquittal: Punjab to review ATC prosecutors’ working
5924,5924,2012-12-10,PML-N recovers lost ground in Punjab
5925,5925,2012-12-10,ANP to contest elections alone
5926,5926,2012-12-10,Balochistan cries out for rehabilitation effort
5927,5927,2012-12-10,Governor opened flood relief account in private capacity
