Date,Headline
2020-04-25,India's attempt to link coronavirus to Muslims and Pakistan has 'failed badly': DG ISPR 
2020-04-25,Pakistani celebs create short film about Covid-19 from their homes 
2020-04-25,In a first  KP introduces novel pool testing approach for Covid-19 
2020-04-25,Editorial: Medical professionals are putting their lives on the line each day  listen to them 
2020-04-24,Fighting on the front line  at least 253 healthcare workers infected with Covid-19 in Pakistan so far 
2020-04-25,Mystery of India's lower death rates seems to defy coronavirus trend 
2020-04-24,Tom Hanks sends typewriter to bullied Australian boy named Corona 
2020-04-24,These volunteer-run online radios are bringing Urdu to German airwaves 
2020-04-24,Heat  humidity and injecting disinfectants  Trump offers more thoughts on fighting the virus 
2020-04-24,The govt needs to accept that in the current scenario  doctors are the best advisers 
2020-04-24,Remembering Sabeen Mahmud's legacy of courage and compassion 
2020-04-24,Detection of case in Hyderabad locality sows fear  panic 
2020-04-24,KP CM assures quarantined preachers of proper care 
2020-04-24,Posts okayed for wildlife protection in ex-Fata 
2020-04-24,KP doctors seek complete lockdown amid rising cases of Covid-19 
2020-04-24,AJK govt allows businesses to remain open for eight hours 
2020-04-24,PML-N panel decides to join probe into sugar  wheat scam 
2020-04-24,Chief secretary removed unceremoniously 
2020-04-24,6 family members of Covid-19 patient  neighbour contract virus in Nawabshah 
2020-04-24,Epidemic likely to enter its peak phase within next two to three weeks 
2020-04-24,Vegetable  fruit retailers begin fleecing consumers ahead of Ramazan 
2020-04-24,Bail pleas of 6 traders arrested for ban violation  rioting in Karachi rejected 
2020-04-24,Federal authorities put on notice for reported data breach of 115m mobile phone users 
2020-04-24,EU haggles over virus rescue deal as US jobless claims soar 
2020-04-24,Antwerp port trials wristbands for social distancing 
2020-04-24,Do not scapegoat Muslims  says Pompeo 
2020-04-24,Severe storms  tornado kill six in US 
2020-04-24,Malaria deaths could double  warns WHO 
2020-04-24,Ball shining  celebrations to change post virus  says Tendulkar 
2020-04-24,Ramiz wants cricket to resume behind closed doors 
2020-04-24,Impossible to delay Olympics again  says Tokyo chief 
2020-04-24,UEFA keen on playoffs to finish domestic leagues 
2020-04-24,ICC still planning for T20 World Cup in October 
2020-04-24,Stocks rise 387 points on crude rebound 
2020-04-24,Automakers demand tax relief as sales plummet 
2020-04-24,Developing country debt authority proposed 
2020-04-24,Govt allows export of textile masks 
2020-04-24,Current account deficit shrinks 73pc in 9 months 
2020-04-24,Doctors  nurses in Balochistan ask for two more basic salaries 
2020-04-24,PPP terms govt relief package illegal 
2020-04-24,Pakistan launches $595m funding appeal to meet pandemic challenge 
2020-04-24,Pakistan first to get G4 rank in South Asia 
2020-04-24,NAB moves SC against bail given to Nawazs nephew 
2020-04-24,GB govt asked not to relax lockdown 
2020-04-24,Sonia Gandhi slams Modi govt for spreading communal virus 
2020-04-24,China rights lawyer barred from Beijing after prison release 
2020-04-24,Indian Muslims face heightened risk of social exclusion  violence: FO 
2020-04-24,WB sees 23pc cut in Pakistans remittances 
2020-04-24,Virus content against govt guidelines to be removed: Facebook 
2020-04-25,Oxford University pushing science to the limit in vaccine hunt 
2020-04-24,Lenders help lowers Pakistans financing risks: Moodys 
2020-04-24,US will provide ventilators to Pakistan: Trump 
2020-04-24,IHC annuls appointments of CCP chief  members 
2020-04-24,79pc infections in Pakistan caused by local transmission 
2020-04-24,Saarc health ministers discuss pandemic challenge 
2020-04-24,Sindh restricts Tara­weeh prayers in mosques to 3-5 persons after doctors' warning 
2020-04-24,Navin Waqar recommends you read these 10 books in lockdown 
2020-04-25,India opens few stores as virus restrictions ease in some countries 
2020-04-27,In pictures: Coronavirus changes Ramazan for Muslims around the world  but not its spirit 
2020-04-25,Chelsea opt against pay cut  tell players to donate to charity 
2020-04-26,Saudi Arabia abolishes flogging as a punishment 
2020-04-26,Tributes for Sana Mir pour in from around the world after retirement announcement 
2020-04-27,'No evidence' people with coronavirus are immunised: WHO 
2020-04-25,Doctors  nurses in Punjab launch hunger strike over virus protection fears 
2020-04-25,Sana Mir announces retirement from international cricket 
2020-04-27,Explainer: Why has Spain been hit so hard by the coronavirus pandemic? 
2020-04-25,How NOT to be offensive as you shoot your next fashion campaign 
2020-04-25,Pakistan women's cricket team takes on the #DontRushChallenge 
2020-04-26,LHC fines doctors for 'malafide' petition seeking provision of PPE  financial relief 
2020-04-25,Kanye West has attained billionaire status according to Forbes 
2020-04-25,Tariq Jamils remarks spark outrage 
2020-04-25,Haroon releases solo music video after a decade 
2020-04-25,After Trump's remarks  Dettol maker warns against ingesting disinfectant to treat corona 
2020-04-26,China sent team including medical experts to advise on North Koreas Kim 
2020-04-25,Senior doctor at Peshawar's Hayatabad Medical Complex dies of coronavirus 
2020-04-25,Why are we so hooked on conspiracy theories and predictions? 
2020-04-25,Pakistan is doing smart things in an un-smart way  yet again 
2020-04-25,Warmer temperature lures wild boar to Pakistans northern farmlands 
2020-04-25,Opinion: Spirituality and Ramazan 
2020-04-25,Art Corner 
2020-04-25,Story Time: Lost in the jungle 
2020-04-25,Story Time: Prevention is better than cure 
2020-04-25,The weekly weird 
2020-04-25,Spotlight 
2020-04-25,Book review: Cars Storybook Collection 
2020-04-25,Story Time: Count your blessings 
2020-04-25,Personality: Celebrate individuality 
2020-04-25,Website Review: Take the challenge! 
2020-04-25,Cook-it-yourself: Easy strawberry bread 
2020-04-25,Poet's Corner 
2020-04-25,Mailbox 
2020-04-25,Fighting with parents is not cool 
2020-04-25,HEC: seize the corona moment 
2020-04-25,Industrial unit sealed in Gadoon for not taking anti-virus measures 
2020-04-25,Medics advocate strict lockdown until Eid 
2020-04-25,KP govt makes face masks mandatory in public 
2020-04-25,Hamza moves SC for bail in money laundering case 
2020-04-25,Financial aid for woman wronged by justice system 
2020-04-25,Lockdown extended after consultation with all stakeholders: Buzdar 
2020-04-25,CMCH doctors  paramedics alarmed as professor contracts virus after handling patient 
2020-04-25,Sindh allows businesses to open from 8am to 5pm during Ramazan 
2020-04-25,Ballet stars perform in empty Amsterdam 
2020-04-25,Pandemic forces Arctic expedition to take three-week break 
2020-04-25,EU official accuses Britain of stalling Brexit negotiations 
2020-04-25,World leaders launch WHO plan to curb Covid-19; US stays away 
2020-04-25,US warship heads to port after virus outbreak 
2020-04-25,Premier League players should resist pressure over wage cuts 
2020-04-25,FIFA to release $150m to member associations 
2020-04-25,Dhoni unlikely to play for India again 
2020-04-25,Calls for players to wear masks if Bundesliga resumes 
2020-04-25,Covid-19 pushes English cricket season back until July 
2020-04-25,Rs47bn cash subsidies given to export sectors 
2020-04-25,Power generation needs to triple by year 2047 
2020-04-25,ADB to lend Pakistan $1.7bn for pandemic shock 
2020-04-25,Nurses call for nationwide curfew 
2020-04-25,PPP asks centre to stop playing pandemic politics 
2020-04-25,UNHCR adjusts Pakistan plan to deal with virus crisis 
2020-04-25,Himalayan lynxs attack on markhor caught on camera 
2020-04-25,SC wants system to identify vehicles used in crime 
2020-04-25,Iran vows decisive response after Trump threat 
2020-04-25,USC employees call off strike after acceptance of demand 
2020-04-25,Maulana Tariq Jameel tenders apology over slip of tongue 
2020-04-25,Some sections of media not working on basis of facts: PM 
2020-04-25,Restrictions at holiest sites as Ramazan begins 
2020-04-25,Vaccine shows promise in monkey trials  says Chinese company 
2020-04-25,Minister dismayed at violation of social distancing in mosques 
2020-04-25,Profit rates on savings schemes slashed 
2020-04-25,Indian army using people of held Kashmir as human shields: ISPR 
2020-04-25,874 sentenced to death in one year: report 
2020-04-25,US asked to allow flights to repatriate stranded Pakistanis 
2020-04-25,Govt extends lockdown till mid-Ramazan 
2020-04-25,Coronavirus and Covid-19: Fact versus fiction 
2020-04-26,Peshawar man kills 7-year-old niece for 'making too much noise' 
2020-04-26,NAB to approach court to declare Nawaz proclaimed offender in case involving Jang group owner 
2020-04-27,India's Modi urges citizens to follow lockdown as coronavirus spreads 
2020-04-26,In pictures: World frozen in time amid virus lockdown 
2020-04-26,Indian woman gang-raped after being quarantined alone in school 
2020-04-27,Lockdowns ease as global infections near 3 million 
2020-04-26,Five children  including two brothers  drown in makeshift pond in Karachi's Surjani Town 
2020-04-27,Abbasi Shaheed Hospitals emergency ward sealed as doctor tests positive for coronavirus 
2020-04-26,Shehbaz Sharif blasts PM Imran over delay in sugar commission's report  terms it 'proof of premier's guilt' 
2020-04-26,2 Pakistan Army soldiers martyred during operation in North Waziristan: ISPR 
2020-04-26,Experts talk about the benefits of fasting  if you do it right 
2020-04-26,British PM to return to work on Monday after recovery as UK tops 20 000 death toll 
2020-04-26,Yemen crisis deepens as Southern Transitional Council declares self-governance 
2020-04-26,Left in Edhi jhoolas at birth  decades later these men are at the forefront of Pakistan's Covid-19 battle 
2020-04-26,How can Trump salvage the crude oil market from an abyss? 
2020-04-26,Imran Khan shares why the youth needs to watch Dirilis Ertugul 
2020-04-26,Spider-Man  Thor and more sequels delayed due to Covid-19 
2020-04-26,Editorial: It is inflammatory for Tariq Jameel to claim that women should be blamed for a global pandemic 
2020-04-26,China pressured EU to drop disinformation criticism  sources say 
2020-04-26,COLUMN: BHITAI'S PAKISTAN 
2020-04-26,NON-FICTION: HOW WEINSTEIN SURVIVED 
2020-04-26,FICTION: CLASH OF CIVILISATIONS 
2020-04-26,NON-FICTION: THROUGH A LENS  BRIGHTLY 
2020-04-27,Lockdown or cop-out? 
2020-04-26,KP CM to nominate Dr Javed for civil award 
2020-04-26,Relief package sought for small traders 
2020-04-26,Two journalists in AJK contract virus 
2020-04-26,Arrival of seasons first dengue patient in Rawalpindi sparks prevention efforts 
2020-04-26,80pc mosques in Punjab violate govt-Ulema agreement on Taraweeh: report 
2020-04-27,In Faisalabad  traders conduct business before officials wake up 
2020-04-26,SUP  nationalist groups observe G.M. Syeds 25th death anniversary in low-key fashion 
2020-04-26,City markets to open from tomorrow for four days a week 
2020-04-26,Sindh govt rejects allegations of seeking bribes from business community 
2020-04-26,Sri Lanka reimposes curfew after surge in number of virus cases 
2020-04-26,French mull restarting season with cup finals 
2020-04-26,Dutch league becomes first to end season 
2020-04-26,I will be the first to take salary cut if required: Wasim 
2020-04-26,Dealers seek clearance of used cars at port 
